Maquina,Code_pf,Producto,base,Tipo,pots_uc,pots,lots,UC_Palet,Vasos_Palet,Code_Article,Description,Family,Cliente
L,11374,ITM PORSI IOG ARO COCO 4125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,ITM
L,11374,ITM PORSI IOG ARO COCO 4125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,ITM
L,11374,ITM PORSI IOG ARO COCO 4125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,ITM
L,11374,ITM PORSI IOG ARO COCO 4125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,ITM
L,11374,ITM PORSI IOG ARO COCO 4125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90095801,BD4X125 PT ITM ARO COCO708,ED,ITM
L,11374,ITM PORSI IOG ARO COCO 4125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90095895,OP4X125 PT ITM ARO COCO 386,ET,ITM
L,11374,ITM PORSI IOG ARO COCO 4125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90095802,BD4X125 PT ITM ARO FRAI708,ED,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90095897,OP4X125 PT ITM ARO FRAI386,ET,ITM
L,11375,ITM PATU IOG ARO MORANG 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90095804,BD4X125 PT ITM TUTTI F708,ED,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90095899,OP4X125 PT ITM ARO TUTTI F386,ET,ITM
L,11376,ITM PORSI IOG ARO TUTTI 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,3803113,RIBON A26018 100X100,EO,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,9004617,ETIQUETA 100X100,EO,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90029310,ADVANTRA 9256HT- 25KG,EC,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90043124,INT NATILLAS V2,EN,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90095697,BD8X125 PT ITM ARO FTRGE708,ED,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90095699,OP8X125 PT ITM ARO FTRGE386,ET,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90095704,PK8X125 PT ITM ARO FRTRGE ECO,EA,ITM
L,11378,ITM PORSI AROMAS 8x125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,90095806,BD4X125 PT ITM NAT 708,ED,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,90095900,OP4x125 PT ITM NAT 386,ET,ITM
L,11381,ITM PORSI IOG NATURAL 4X125G,4-NATURAL LA,Firme,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,ITM
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004619,ETIQUETA 100X 50 mm A51457,EO,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004620,RIBBON 100x50mm Markem A46896,EO,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90094806,BD125 ES AUCH ARO COCO 708,ED,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90094813,OP125 ES AUCH ARO COCO 386,ET,AUCHAN
L,120389,95770 ALC Yog sab coco 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004619,ETIQUETA 100X 50 mm A51457,EO,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004620,RIBBON 100x50mm Markem A46896,EO,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90094805,BD125 ES AUCH ARO CIT 708,ED,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90094812,OP125 ES AUCH ARO CIT 386,ET,AUCHAN
L,120390,54207 ALC Yog sab limon 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004619,ETIQUETA 100X 50 mm A51457,EO,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004620,RIBBON 100x50mm Markem A46896,EO,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90094807,BD125 ES AUCH ARO FRAI 708,ED,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90094814,OP125 ES AUCH FRAI 386,ET,AUCHAN
L,120391,51420 ALC Yog sab fresa 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004619,ETIQUETA 100X 50 mm A51457,EO,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004620,RIBBON 100x50mm Markem A46896,EO,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90094804,BD125 ES AUCH ARO BANA708,ED,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90094810,OP125 ES AUCH ARO BAN 386,ET,AUCHAN
L,120392,51433 ALC Yog sab plat 4x125g,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,AUCHAN
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90095807,BD4X125 PT ITM NAT SUC708,ED,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90095901,OP4x125 PT ITM NAT SUC386,ET,ITM
L,125495,ITM PORSI IOG NAT ACU 4X125G,1-AZUCARADO DIA,Firme,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,3803113,RIBON A26018 100X100,EO,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,9004617,ETIQUETA 100X100,EO,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90029310,ADVANTRA 9256HT- 25KG,EC,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90043124,INT NATILLAS V2,EN,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90095703,PK8X125 PT ITM ARO FRA/BAN ECO,EA,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90095803,BD8X125 PT ITM ARO F/B 708,ED,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90095898,OP8X125 PT ITM ARO FRAI/BAN386,ET,ITM
L,125496,ITM PORSI IOG ARO MO/BA 8X125G,1-AZUCARADO DIA,Firme,8.0,48.0,6.0,594,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,ITM
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,3803113,RIBON A26018 100X100,EO,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,9004617,ETIQUETA 100X100,EO,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,9004619,ETIQUETA 100X 50 mm A51457,EO,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,9004620,RIBBON 100x50mm Markem A46896,EO,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,90029310,ADVANTRA 9256HT- 25KG,EC,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,90036781,P.S EXPENSE 398.5x0.85 ERCA L,EP,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,90043124,INT NATILLAS V2,EN,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,90109905,PK12X125 ES EKI NAT ECO,EA,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,90110399,BD12X125 ES EKI NAT BASIC708,ED,EROSKI
L,125497,19525864 ERK Yog Nat12x125g,4-NATURAL LA,Firme,12.0,48.0,4.0,396,4752,90110401,OP12X125 EKI NAT BASIC386,ET,EROSKI
L,125498,19526052 ERK Yg Nat Azu12x125g,1-AZUCARADO DIA,Firme,12.0,48.0,4.0,396,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,EROSKI
